"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_dpe","categorie_erp","secteur_activite","etiquette_dpe","etiquette_ges","annee_construction","periode_construction","surface_shon","surface_utile","nombre_occupant","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","nom_residence","complement_adresse_batiment","complement_adresse_logement","conso_kwhep_m2_an","emission_ges_kg_co2_m2_an","type_energie_principale_chauffage","type_energie_n1","type_usage_energie_n1","conso_ep_energie_n1","conso_ef_energie_n1","frais_annuel_energie_n1","annee_releve_conso_energie_n1","type_energie_n2","type_usage_energie_n2","conso_ep_energie_n2","conso_ef_energie_n2","frais_annuel_energie_n2","annee_releve_conso_energie_n2","type_energie_n3","type_usage_energie_n3","conso_ep_energie_n3","conso_ef_energie_n3","frais_annuel_energie_n3","annee_releve_conso_energie_n3"
"2320T3733309G","2023-11-03","2023-10-29","2023-10-29","2023-11-03","2033-10-28",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"PA : Établissements de Plein Air","E","C",1988,"1983-1988",1000,1100,5,"Corsu Bella Vista 20260 Lumio",,"Corsu Bella Vista","Lumio","20260","2B150","2B","94","2b150_jnqccp",1179167.76,6182014.41,0.44,"adresse non géocodée ban car aucune correspondance trouvée","CAMPING BELLA VISTA","CALVI","20260",,,,,379,11,,"Électricité","Eau Chaude sanitaire",416453,181067,26074,2023,"Électricité","Eau Chaude sanitaire",416453,181067,26074,2022,"Électricité","Eau Chaude sanitaire",416453,181067,26074,2021
"2320T1754143M","2023-10-26","2023-03-06","2023-05-28","2023-05-29","2033-05-27",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",2005,"2001-2005",507.2,100,0,"Route de Mezzavia 20090 Ajaccio",,"Route de Mezzavia","Ajaccio","20090","2A004","2A","94","2A004_0930",1179062.73,6111887.14,0.59,"adresse géocodée ban à l'adresse","Imm. Ivoire, Rte de Mezzavia, Col du Stiletto","AJACCIO","20090",0,,"IMO-23-05-040-FINAMUR",,103.9,2.9,,"Électricité","périmètre de l'usage inconnu",57971.5,25205,7311,2023,,,,,,,,,,,,
"2420T1137476O","2024-03-28","2024-03-17","2024-03-17","2024-03-28","2034-03-16",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"M : Magasins de vente, centres commerciaux","D","B",1950,"1948-1974",43,47.3,1,"Boulevard Wilson 20260 Calvi",,"Boulevard Wilson","Calvi","20260","2B050","2B","94","2B050_B251",1172953.46,6180241.47,0.96,"adresse non géocodée ban car aucune correspondance trouvée","Boulevard WILSON","CALVI","20260",,,,,150,4,,"Électricité","Eau Chaude sanitaire",7079,3078,443,2024,"Électricité","Eau Chaude sanitaire",7079,3078,443,2023,"Électricité","Eau Chaude sanitaire",7079,3078,443,2022
"2120T0570733Q","2023-10-26","2021-10-25","2021-10-25","2021-10-26","2031-10-24",,,,,,"DPE 2006 tertiaire et ERP",1.1,"dpe tertiaire facture",,"autres tertiaires non ERP","F","C",1947,"avant 1948",,95.2,500,"12 Rue Forcioli Conti 20000 Ajaccio","12","Rue Forcioli Conti","Ajaccio","20000","2A004","2A","94","2a004_0550_00012",1176628.02,6108035.58,0.97,"adresse non géocodée ban car aucune correspondance trouvée","Forcioli Conti","AJACCIO","20000",,,,,491.5,13.7,,"Électricité","périmètre de l'usage inconnu",46765.9,20333,3307,2021,,,,,,,,,,,,
"2320T0287944F","2023-10-26","2023-01-29","2023-01-29","2023-01-30","2033-01-28",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",1970,"1948-1974",,252.1,500,"Avenue du Docteur Noel Franchini 20090 Ajaccio",,"Avenue du Docteur Noel Franchini","Ajaccio","20090","2A004","2A","94","2A004_0442",1177893.75,6110599.98,0.6,"adresse non géocodée ban car aucune correspondance trouvée","Avenue Noel Franchini, La Poste","AJACCIO","20090",,,,,282.4,7.9,,"Électricité","périmètre de l'usage inconnu",71196.5,30955,5005.4,2022,,,,,,,,,,,,
"2120T0769433Y","2023-10-26","2021-11-07","2021-11-24","2021-11-25","2031-11-23",,,,,,"DPE 2006 tertiaire et ERP",1.1,"dpe tertiaire facture","5ème Catégorie","O : Hôtels et pensions de famille","D","B",1948,"1948-1974",374.6,100,0,"Route de Palombaggia 20137 Porto-Vecchio",,,"Porto-Vecchio","20137","2A247","2A","94","2A247_xnavdo",1226658.23,6075195.26,0.45,"adresse géocodée ban à l'adresse","Les lièges de Palombaggia","PORTO-VECCHIO","20137",0,,,,199.2,5.5,,"Électricité","périmètre de l'usage inconnu",82068.6,35682,5959,,,,,,,,,,,,,
"2320T3534317S","2023-10-26","2023-10-16","2023-10-18","2023-10-19","2033-10-17",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","locaux d'entreprise (bureaux)","A","A",2023,"après 2021",60.3,100,0,"Chemin de Pastoreccia 20600 Bastia",,"Chemin de Pastoreccia","Bastia","20600","2B033","2B","94","2B033_1315",1227160.57,6195497.55,0.52,"adresse géocodée ban à l'adresse","Espace santé lieu dit Pastoreccia","BASTIA","20600",0,,"23/IMO/0756","R+3",46.4,1.3,"Électricité","Électricité","Refroidissement",1608.1,699.2,202.8,2023,"Électricité","Eclairage",679.3,295.3,85.7,2023,"Électricité","Eau Chaude sanitaire",415.9,180.8,52.5,2023
"2420T2381950Y","2024-07-02","2024-06-30","2024-07-01","2024-07-02","2034-06-30",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","G","C",1980,"1978-1982",,469.4,500,"Route de la Corniche 20110 Propriano",,"Route de la Corniche","Propriano","20110","2A249","2A","94","2A249_0035",1192940.11,6082572.43,0.65,"adresse non géocodée ban car aucune correspondance trouvée","Route de la corniche, A Panattaria","PROPRIANO","20110",0,,,,846.9,23.6,,"Électricité","périmètre de l'usage inconnu",397502.1,172827,24514.5,2024,,,,,,,,,,,,
"2420T1505076A","2024-04-25","2024-04-21","2024-04-21","2024-04-25","2034-04-20",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux","E","B",1900,"avant 1948",,58,500,"Cours Favale 20200 Bastia",,"Cours Favale","Bastia","20200","2B033","2B","94","2B033_0679",1228627.84,6198765.36,0.66,"adresse géocodée ban à l'adresse","cours Favale","BASTIA","20200",,,,,295.5,8.2,,"Électricité","périmètre de l'usage inconnu",51423.4,22358,2869,2024,,,,,,,,,,,,
"2420T1626784C","2024-05-06","2024-05-01","2024-05-05","2024-05-06","2034-05-04",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,,"1948-1974",33.8,100,0,"A Croce 20145 Sari-Solenzara",,"A Croce","Sari-Solenzara","20145","2A269","2A","94","2a269_cwoivm",1229960.9,6103274.77,0.4,"adresse géocodée ban à l'adresse","Résidence la Côte des Nacres","SARI SOLENZARA","20145",0,,"24/IMO/0175","Bâtiment A, escalier C, Rdc",,,,,,,,,,,,,,,,,,,,,
"2320T0044861W","2023-10-26","2023-01-05","2023-01-05","2023-01-06","2033-01-04",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"2006-2012",286,100,0,"Strette 20090 Ajaccio",,,"Ajaccio","20090","2A004","2A","94","2a004_axn0rc",1177822.13,6110605.14,0.56,"adresse géocodée ban à l'adresse","Lieudit Strette
LOT 9-10-11","AJACCIO","20090",0,,"DIA-PNA02-2301-007","Etage : RDC",,,,,,,,,,,,,,,,,,,,,
"2420T1045158W","2024-03-22","2024-03-10","2024-03-19","2024-03-22","2034-03-18","2420T1004735D",,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","D","B",1997,"1989-2000",,168.3,500,"Pietra Maggiore 20260 Calvi",,"Pietra Maggiore","Calvi","20260","2B050","2B","94","2B050_B154",1173245.82,6177627.6,0.42,"adresse non géocodée ban car aucune correspondance trouvée","route de Pietra Maggiore, Résidence Punta Rossa","CALVI","20260",0,"MARIE ANGE PARFUMS (NOCIBE PARFUMERIE)",,,240.9,6.7,,"Électricité","périmètre de l'usage inconnu",40532.9,17623,2873.7,2024,,,,,,,,,,,,
"2220T2304726S","2023-10-26","2022-10-03","2022-10-04","2022-10-05","2032-10-03",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées","E","B",,"avant 1948",79.1,100,0,"Place Paoli 20250 Corte",,,"Corte","20250","2B096","2B","94","2B096_0330",1207529.01,6153685.5,0.49,"adresse géocodée ban à l'adresse","place Paoli n°1","CORTE","20250",0,,"22/IMO/6456/ABM","RDC/sous-sol",350.6,9.8,,"Électricité","périmètre de l'usage inconnu",30514.1,13267,3848,2022,,,,,,,,,,,,
"2420T0310272A","2024-01-27","2024-01-24","2024-01-26","2024-01-27","2034-01-25",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",2014,"2013-2021",121.4,100,6,"Route de San Ornello 20290 Borgo",,"Route de San Ornello","Borgo","20290","2B042","2B","94","2B042_0293",1227566.99,6186045.62,0.55,"adresse géocodée ban à l'adresse","Résidence Saint Antoine, lieu-dit Luccitelli","BORGO","20290",0,,"240125 SCI PASSANTO","Etage RDC; Compl. n°5 du plan",265.2,7.4,,"Électricité","périmètre de l'usage inconnu",35403.9,15393,0.1,2022,,,,,,,,,,,,
"2120T0634774T","2023-10-26","2021-11-03","2021-11-04","2021-11-05","2031-11-03",,,,,,"DPE 2006 tertiaire et ERP",1.1,"dpe tertiaire facture","5ème Catégorie","GHW : Bureaux","A","A",1947,"avant 1948",37.7,100,1,"1 Rampe Pozza 20250 Corte","1","Rampe Pozza","Corte","20250","2B096","2B","94","2b096_0375_00001",1207540.9,6153798.48,0.51,"adresse géocodée ban à l'adresse","1 RAMPE POZZA","CORTE","20250",0,,,"RDC",30,0.8,,"Électricité","Ascenseur(s)",1242,540,230,,,,,,,,,,,,,
"2420T1784791H","2024-05-22","2024-04-08","2024-05-21","2024-05-22","2034-05-20",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","N : Restaurants et débits de boisson","C","A",,"2006-2012",202.8,100,0,"A Santa 20135 Conca",,,"Conca","20135","2A092","2A","94","2a092_xfg1jg",1227410.13,6091740.02,0.33,"adresse géocodée ban à l'adresse","RESTAURANT LA SIESTA
FAVONE","CONCA","20135",0,,"2024-05-078","Etage : Rdc",107.4,3,,"Électricité","périmètre de l'usage inconnu",23963.7,10419,37130,2024,,,,,,,,,,,,
"2320T3703020H","2023-10-31","2023-10-30","2023-10-30","2023-10-31","2033-10-29",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","D","B",2011,"2006-2012",,95,500,"San Stefano 20235 Castello-di-Rostino",,,"Castello-di-Rostino","20235","2B079","2B","94","2B079_B308",1219495.3,6172530.85,0.42,"adresse non géocodée ban car aucune correspondance trouvée","Col de San Stefano","OLETTA","20232",,,,,244.2,6.8,"Électricité","Électricité","Chauffage",69593.4,30258,2658,2023,,,,,,,,,,,,
"2320T2410887W","2023-10-26","2023-06-15","2023-06-26","2023-07-18","2033-06-25",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","autres tertiaires non ERP","C","A",1941,"avant 1948",,608.4,500,"7 Rue Colonel Colonna d'Ornano 20000 Ajaccio","7","Rue Colonel Colonna d'Ornano","Ajaccio","20000","2A004","2A","94","2a004_0330_00007",1176464.43,6109275.25,0.58,"adresse non géocodée ban car aucune correspondance trouvée","7 avenue Colonel Colonna d'Ornano -","AJACCIO CEDEX 1","20178",,"BP 180",,,160.9,4.5,,"Électricité","périmètre de l'usage inconnu",119383.8,51906,9164.3,2021,"Électricité","périmètre de l'usage inconnu",69455.4,30198,5838.4,2022,"Électricité","périmètre de l'usage inconnu",31477.8,13686,2893.8,2023
"2168T0215889Q","2023-10-26","2021-08-23","2021-08-24","2021-08-25","2031-08-23",,,,,,"DPE 2006 tertiaire et ERP",1,,"5ème Catégorie","N : Restaurants et débits de boisson","A","A",1947,"avant 1948",429.4,100,,"U Golu 20290 Lucciana",,,"Lucciana","20290","2B148","2B","94","2B148_3gnuiv",1229563.23,6179606.43,0.55,"adresse géocodée ban à l'adresse","15 RUE DE LA GARE
RDC - LOCAL COMMERCIAL","DANNEMARIE","68210",0,,,,0.1,0.1,,"Électricité","périmètre de l'usage inconnu",0.1,0.1,0.1,2021,,,,,,,,,,,,
"2220T0332998A","2023-10-26","2022-02-07","2022-02-17","2022-02-18","2032-02-16",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","E","B",1947,"avant 1948",40.6,100,0,"Insorito 20170 Levie",,,"Levie","20170","2A142","2A","94","2A142_t5k98n",1210521.68,6086999.65,0.31,"adresse géocodée ban à l'adresse","Rue sorba","LEVIE","20170",0,,,,351.5,9.8,,"Électricité","Ascenseur(s)",15711.3,6831,1545.8,2021,,,,,,,,,,,,
"2220T1695306M","2023-10-26","2022-07-24","2022-07-24","2022-07-25","2032-07-23",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,,"1948-1974",76,100,0,"Rue Marechal Juin 20137 Porto-Vecchio",,,"Porto-Vecchio","20137","2A247","2A","94","2A247_0200",1224164.63,6074900.09,0.57,"adresse géocodée ban à l'adresse","rue du maréchal JUIN
quartier Mazzetta","PORTO VECCHIO","20137",0,,"LOCCORSICAAFD0151_LOT N°3",,,,,,,,,,,,,,,,,,,,,,
"2120T0876101O","2023-10-26","2021-11-15","2021-12-07","2021-12-08","2031-12-06",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","G","D",1975,"1975-1977",994.6,100,0,"103 Route de la Gare 20290 Borgo","103","Route de la Gare","Borgo","20290","2B042","2B","94","2b042_0290_00103",1229190.88,6184148.77,0.55,"adresse géocodée ban à l'adresse","U EXPRESS 
centre commercial monte stello 
103 route de la gare","BORGO","20290",0,,,,1191.2,33.1,,"Électricité","périmètre de l'usage inconnu",1303216.8,566616,66342.7,,,,,,,,,,,,,
"2320T4221530Z","2023-12-08","2023-12-07","2023-12-07","2023-12-08","2033-12-06",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","C","A",2015,"2013-2021",,83.8,500,"Residence les Aloes Batiment E 20000 Ajaccio",,,"Ajaccio","20000","2A004","2A","94","2A004_A445",1175901.85,6108305.42,0.5,"adresse non géocodée ban car aucune correspondance trouvée","Résidence Les Jardins de Boddicione, Bâtiment E","AJACCIO","20090",0,,,,123.3,3.4,,"Électricité","périmètre de l'usage inconnu",10324.7,4489,803.3,2023,,,,,,,,,,,,
"2220T2934666E","2023-10-26","2022-11-15","2022-12-05","2022-12-06","2032-12-04",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",,"1978-1982",201,100,0,"Val Al Legno 20260 Calvi",,,"Calvi","20260","2B050","2B","94","2B050_B216",1175092.38,6178298.48,0.45,"adresse géocodée ban à l'adresse","Valle al Legno","CALVI","20260",0,,"22/IMO/1435/RBC",,269.8,7.5,,"Électricité","périmètre de l'usage inconnu",59642.1,25931.3,7522,2022,,,,,,,,,,,,
"2320T3353168L","2023-10-26","2023-10-04","2023-10-05","2023-10-06","2033-10-04",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",2009,"2006-2012",60,100,0,"Residence E Casette 20243 Prunelli-di-Fiumorbo",,"Residence E Casette","Prunelli-di-Fiumorbo","20243","2B251","2B","94","2B251_A002",1228416.44,6121742.02,0.46,"adresse non géocodée ban car aucune correspondance trouvée","Centre Commercial Casino - RT 10","PRUNELLI DI FIUMORBO","20243",0,,"2023-10-002 Optical Indépendente",,185.3,5.2,,"Électricité","périmètre de l'usage inconnu",12226.8,5316,1283,2023,,,,,,,,,,,,
"2120T0548175A","2023-10-26","2021-10-19","2021-10-20","2021-10-21","2031-10-19",,,,,,"DPE 2006 tertiaire et ERP",1,"dpe tertiaire facture","5ème Catégorie","GHZ : Usage mixte","C","B",1947,"avant 1948",492,100,500,"Village de Lama 20218 Lama",,,"Lama","20218","2B136","2B","94","2B136_jkedsb",1206880.58,6183908.44,0.29,"adresse géocodée ban à l'adresse","restaurant a Mamma - le village","LAMA","20218",0,,,,157.4,4.4,,"Électricité","périmètre de l'usage inconnu",44010.5,19135,3131,,"Électricité","périmètre de l'usage inconnu",41179.2,17904,2929.3,,,,,,,
"2320T1840926H","2023-10-26","2023-06-01","2023-06-03","2023-06-04","2033-06-02",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","N : Restaurants et débits de boisson",,,,"avant 1948",36.6,100,0,"86 Rue du Cardinal Fesch 20000 Ajaccio","86","Rue du Cardinal Fesch","Ajaccio","20000","2A004","2A","94","2a004_0225_00086",1176589.3,6108850.18,0.73,"adresse géocodée ban à l'adresse","86, rue cardinal Fesch","AJACCIO","20000",0,,"23/IMO/0441","RDC",,,,,,,,,,,,,,,,,,,,,
"2220T0182104K","2023-10-26","2021-10-17","2022-01-29","2022-01-30","2032-01-28",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,1992,"1989-2000",,75.9,500,"Route de San Pellegrino 20213 Penta-di-Casinca",,,"Penta-di-Casinca","20213","2B207","2B","94","2B207_0240",1236560.68,6171723.05,0.86,"adresse géocodée ban à l'adresse","de San Pellegrino","PENTA-DI-CASINCA","20213",0,"Résidence JUPITER",,,,,,,,,,,,,,,,,,,,,,,
"2220T0325697F","2023-10-26","2022-02-16","2022-02-16","2022-02-18","2032-02-15",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture",,"autres tertiaires non ERP","C","B",1980,"1978-1982",,144.6,500,"Avenue du Marechal Lyautey 20090 Ajaccio",,,"Ajaccio","20090","2A004","2A","94","2A004_and4yo",1177066.04,6110434.36,0.8,"adresse géocodée ban à l'adresse","du Marechal Lyautey, résidence la Rocade, Finosello","AJACCIO","20090",0,,,,168.4,4.7,,"Électricité","périmètre de l'usage inconnu",7468.1,3247,538.9,2021,"Électricité","périmètre de l'usage inconnu",6354.9,2763,452.8,2021,"Électricité","périmètre de l'usage inconnu",4077.9,1773,312.4,2021
"2220T0341584G","2023-10-26","2022-02-07","2022-02-20","2022-02-21","2032-02-19",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées","E","C",1947,"avant 1948",2084.2,100,100,"Chemin dâ€ Agliani 20600 Bastia",,,"Bastia","20600","2B033","2B","94","2B033_0011",1227058.69,6196207.13,0.71,"adresse géocodée ban à l'adresse","Chemin d'Agliani","BASTIA","20600",0,,,"Etage RDC+1",363.7,28,,"Électricité","périmètre de l'usage inconnu",665705.1,289437,0.2,2021,"GPL","périmètre de l'usage inconnu",168000.9,168000.9,0.1,2021,,,,,,
"2220T2346510U","2023-10-26","2022-09-27","2022-10-07","2022-10-10","2032-10-06",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",2014,"2013-2021",,333.6,500,"Brancale 20290 Lucciana",,,"Lucciana","20290","2B148","2B","94","2b148_dfsxm0",1230817.03,6180991.3,0.86,"adresse géocodée ban à l'adresse","Brancale","LUCCIANA","20290",,,,,282.3,7.9,,"Électricité","périmètre de l'usage inconnu",89428.6,38882,5685,2022,"Électricité","périmètre de l'usage inconnu",76222,33140,4548,2022,"Électricité","périmètre de l'usage inconnu",46204.7,20089,3214,2021
"2420T1388861F","2024-04-17","2024-04-07","2024-04-07","2024-04-17","2034-04-06",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge",,"autres tertiaires non ERP",,,1970,"1948-1974",,304.2,500,"Route de la Corniche 20230 Santa-Lucia-di-Moriani",,"Route de la Corniche","Santa-Lucia-di-Moriani","20230","2B307","2B","94","2b307_wb75zj",1234831.16,6164120.85,0.52,"adresse non géocodée ban car aucune correspondance trouvée","Sainte-Lucie-De-Moriani","SANTA-LUCIA-DI-MORIANI","20230",,"Osteria A Stella",,,,,,,,,,,,,,,,,,,,,,,
"2320T1262850P","2023-10-26","2023-03-07","2023-04-16","2023-04-17","2033-04-15",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",,"1975-1977",281,100,0,"Avenue Napoléon 3 20000 Ajaccio",,"Avenue Napoléon 3","Ajaccio","20000","2A004","2A","94","2A004_0990",1176317.33,6109047.35,0.64,"adresse géocodée ban à l'adresse","AVENUE NAPOLEON III","AJACCIO","20000",0,,"23-03-SAVELLI-1089",,113.1,3.1,,"Électricité","périmètre de l'usage inconnu",34950.8,15196,3069,2023,,,,,,,,,,,,
"2120T0816671U","2023-10-26","2021-11-28","2021-11-29","2021-12-01","2031-11-28",,,,,,"DPE 2006 tertiaire et ERP",1.1,"dpe tertiaire bâtiment neuf",,"autres tertiaires non ERP",,,1970,"1948-1974",,110.5,500,"Route Vittulo-parc St Lucie 20000 Ajaccio",,"Route Vittulo-parc St Lucie","Ajaccio","20000","2A004","2A","94","2A004_1413",1176296.86,6108325.1,0.44,"adresse non géocodée ban car aucune correspondance trouvée","du Vittulo","AJACCIO","20000",,,,,,,,,,,,,,,,,,,,,,,,,
"2220T0183586K","2023-10-26","2022-01-19","2022-01-30","2022-01-31","2032-01-29",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",1947,"avant 1948",49,100,0,"27 Rue César Campinchi 20200 Bastia","27","Rue César Campinchi","Bastia","20200","2B033","2B","94","2b033_0400_00027",1228495.78,6199523.88,0.69,"adresse géocodée ban à l'adresse","27 Rue César Campinchi","Bastia France","20200",0,,,"RDC",139.4,3.9,,"Électricité","périmètre de l'usage inconnu",7513.3,3266.7,947.3,2021,,,,,,,,,,,,
"2220T0307063N","2023-10-26","2022-02-14","2022-02-14","2022-02-16","2032-02-13",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",1850,"avant 1948",,124,500,"17 Boulevard Paoli 20200 Bastia","17","Boulevard Paoli","Bastia","20200","2B033","2B","94","2b033_1280_00017",1228485.89,6199148,0.88,"adresse géocodée ban à l'adresse","Paoli","BASTIA","20200",0,,"Unique","Sur rue",283,7.9,"Électricité","Électricité","Chauffage",35088.8,15256,2356,2022,,,,,,,,,,,,
"2220T0940866O","2023-10-26","2022-04-25","2022-05-02","2022-05-03","2032-05-01",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","U : Établissements de soins","B","A",2011,"2006-2012",79.5,100,0,"A Lellara 20145 Sari-Solenzara",,"A Lellara","Sari-Solenzara","20145","2A269","2A","94","2a269_kg0l3l",1231846.79,6105563.98,0.38,"adresse non géocodée ban car aucune correspondance trouvée","Résidence les Voiles Blanches","SARI SOLENZARA","20145",0,,,"Etage :",53.1,1.5,,"Électricité","périmètre de l'usage inconnu",4646,2020,1666.7,2021,,,,,,,,,,,,
